apps/dataent/dataent/desk/page/activity/activity.js +45,Build Report,Byg rapport
DocType: Note,Notify users with a popup when they log in,"Giv brugerne en popup, når de logger ind"
apps/dataent/dataent/model/rename_doc.py +155,"{0} {1} does not exist, select a new target to merge",{0} {1} eksisterer ikke. Vælg et nyt mål for sammenlægningen
DocType: Data Migration Connector,Python Module,Python modul
DocType: GSuite Settings,Google Credentials,Google-legitimationsoplysninger
apps/dataent/dataent/www/qrcode.html +6,QR Code for Login Verification,QR kode til login verifikation
apps/dataent/dataent/public/js/dataent/form/footer/assign_to.js +134,Add to To Do,Føj til Opgaver
DocType: Footer Item,Company,Firma
apps/dataent/dataent/public/js/dataent/list/list_sidebar.html +49,Assigned To Me,Tildelt mig
apps/dataent/dataent/config/integrations.py +113,Google GSuite Templates to integration with DocTypes,Google GSuite Skabeloner til integration med DocTypes
DocType: User,Logout from all devices while changing Password,"Logout fra alle enheder, mens du ændrer adgangskode"
apps/dataent/dataent/public/js/dataent/ui/messages.js +230,Verify Password,Bekræft adgangskode
apps/dataent/dataent/public/js/dataent/form/footer/attachments.js +133,There were errors,Der var fejl
apps/dataent/dataent/core/doctype/communication/communication.js +42,Close,Luk
apps/dataent/dataent/model/document.py +665,Cannot change docstatus from 0 to 2,Kan ikke ændre docstatus fra 0 til 2
DocType: File,Attached To Field,Vedhæftet til felt
DocType: User Permission for Page and Report,Roles Permission,Roller Tilladelse
apps/dataent/dataent/core/doctype/role_permission_for_page_and_report/role_permission_for_page_and_report.js +14,Update,Opdatering
DocType: Transaction Log,Transaction Hash,Transaktionshash
DocType: Error Snapshot,Snapshot View,Snapshot View
apps/dataent/dataent/email/doctype/newsletter/newsletter.py +106,Please save the Newsletter before sending,Gem nyhedsbrevet før afsendelse
apps/dataent/dataent/config/integrations.py +103,Configure accounts for google calendar,Konfigurer konti for google kalender
apps/dataent/dataent/core/doctype/doctype/doctype.py +516,Options must be a valid DocType for field {0} in row {1},Muligheder skal være en gyldig DocType for feltet {0} i række {1}
apps/dataent/dataent/printing/page/print_format_builder/print_format_builder.js +167,Edit Properties,Rediger egenskaber
DocType: Patch Log,List of patches executed,Liste over patches henrettet
apps/dataent/dataent/email/doctype/email_unsubscribe/email_unsubscribe.py +21,{0} already unsubscribed,{0} allerede afmeldt
apps/dataent/dataent/public/js/dataent/views/communication.js +91,Communication Medium,Kommunikation Medium
DocType: Data Import,Show only errors,Vis kun fejl
DocType: Website Settings,Banner HTML,Banner HTML
DocType: Workflow,Send Email Alert,Send Email Alert
apps/dataent/dataent/integrations/doctype/razorpay_settings/razorpay_settings.py +83,Please select another payment method. Razorpay does not support transactions in currency '{0}',Vælg en anden betalingsmetode. Razorpay understøtter ikke transaktioner i sedler &#39;{0}&#39;
DocType: Data Import,In Progress,I gang
apps/dataent/dataent/integrations/doctype/s3_backup_settings/s3_backup_settings.py +46,Queued for backup. It may take a few minutes to an hour.,I kø til sikkerhedskopi. Det kan tage et par minutter til en time.
DocType: Error Snapshot,Pyver,Pyver
apps/dataent/dataent/core/doctype/user_permission/user_permission.py +20,User permission already exists,Brugerrettigheder findes allerede
apps/dataent/dataent/desk/doctype/auto_repeat/auto_repeat.js +35,View {0},Se {0}
apps/dataent/dataent/config/integrations.py +63,Register OAuth Client App,Registrer OAuth Client App
DocType: Data Migration Connector,Authentication Credentials,Autentificeringsoplysninger
DocType: Role,Two Factor Authentication,Two Factor Authentication
apps/dataent/dataent/templates/pages/integrations/braintree_checkout.html +29,Pay,Betale
DocType: SMS Settings,SMS Gateway URL,SMS Gateway URL
apps/dataent/dataent/model/base_document.py +517,"{0} {1} cannot be ""{2}"". It should be one of ""{3}""","{0} {1} kan ikke være ""{2}"". Den skal være en af ""{3}"""
apps/dataent/dataent/utils/data.py +653,{0} or {1},{0} eller {1}
apps/dataent/dataent/core/doctype/user/user.py +249,Password Update,Opdatering af adgangskode
DocType: Workflow State,trash,affald
DocType: System Settings,Older backups will be automatically deleted,Ældre sikkerhedskopier slettes automatisk
apps/dataent/dataent/integrations/doctype/s3_backup_settings/s3_backup_settings.py +34,Invalid Access Key ID or Secret Access Key.,Ugyldig adgangskode ID eller Secret Access-nøgle.
DocType: Workflow Transition,Conditions,Betingelser
DocType: Event,Leave blank to repeat always,Lad feltet stå tomt for altid at gentage
apps/dataent/dataent/email/doctype/newsletter/newsletter.py +218,Confirmed,Bekræftet
DocType: Event,Ends on,Slutter den
DocType: Payment Gateway,Gateway,Gateway
apps/dataent/dataent/public/js/dataent/form/linked_with.js +104,Not enough permission to see links,Ikke nok tilladelse til at se links
apps/dataent/dataent/contacts/doctype/address/address.py +37,Address Title is mandatory.,Adresse Titel er obligatorisk.
DocType: Website Settings,"Added HTML in the &lt;head&gt; section of the web page, primarily used for website verification and SEO","Tilføjet HTML i -sektionen af hjemmesiden, der primært anvendes til hjemmesidens verificering og SEO"
apps/dataent/dataent/core/doctype/error_snapshot/error_snapshot_list.js +9,Relapsed,Recidiverende
apps/dataent/dataent/utils/nestedset.py +181,Item cannot be added to its own descendents,Punkt kan ikke føjes til sine egne efterkommere
DocType: System Settings,Expiry time of QR Code Image Page,Udløbstidspunkt for QR Code Image Page
apps/dataent/dataent/public/js/dataent/views/reports/reportview.js +614,Show Totals,Vis totaler
DocType: Error Snapshot,Relapses,Tilbagefald
DocType: Address,Preferred Shipping Address,Foretruken leveringsadresse
apps/dataent/dataent/public/js/dataent/form/print.js +294,With Letter head,Med brevhoved
apps/dataent/dataent/public/js/dataent/form/form_sidebar.js +62,{0} created this {1},{0} oprettede denne {1}
DocType: Data Import,"If this is checked, rows with valid data will be imported and invalid rows will be dumped into a new file for you to import later.","Hvis dette er markeret, importeres rækker med gyldige data, og ugyldige rækker bliver dumpet til en ny fil, som du kan importere senere."
apps/dataent/dataent/public/js/dataent/form/workflow.js +38,Document is only editable by users of role,Dokument er kun redigeres af brugere af rolle
apps/dataent/dataent/desk/form/assign_to.py +154,"The task {0}, that you assigned to {1}, has been closed by {2}.","Opgaven {0}, som du har tildelt {1}, er blevet lukket af {2}."
DocType: Print Format,Show Line Breaks after Sections,Vis Linje Breaks efter Sektioner
DocType: Communication,Read by Recipient On,Læs af modtager på
DocType: Blogger,Short Name,Kort navn
apps/dataent/dataent/website/doctype/web_form/templates/web_form.html +90,Page {0},Side {0}
apps/dataent/dataent/public/js/dataent/views/inbox/inbox_view.js +110,Linked with {0},Forbundet med {0}
apps/dataent/dataent/email/doctype/email_account/email_account.js +183,"You are selecting Sync Option as ALL, It will resync all \
				read as well as unread message from server. This may also cause the duplication\
				of Communication (emails).","Du vælger Sync Option som ALLE, vil det synkronisere alle \ læse såvel som ulæst besked fra serveren. Dette kan også medføre, at dobbeltarbejde \ af Kommunikation (e-mails)."
DocType: Workflow State,magnet,magnet
apps/dataent/dataent/geo/doctype/currency/currency.js +7,This Currency is disabled. Enable to use in transactions,Denne valuta er deaktiveret. Aktivér at bruge i transaktioner
DocType: Desktop Icon,Blocked,Blokeret
DocType: Contact Us Settings,"Default: ""Contact Us""",Standard: &quot;Kontakt os&quot;
DocType: Contact,Purchase Manager,Indkøbschef
apps/dataent/dataent/public/js/dataent/ui/tags.js +108,toggle Tag,skifte tag
DocType: Custom Script,Sample,Prøve
DocType: Braintree Settings,Private Key,Privat nøgle
DocType: Event,Every Week,Hver uge
apps/dataent/dataent/limits.py +197,Click here to check your usage or upgrade to a higher plan,Klik her for at kontrollere dit forbrug eller opgradere til et højere plan
DocType: Custom Field,Is Mandatory Field,Er Obligatorisk felt
DocType: User,Website User,Website Bruger
apps/dataent/dataent/public/js/dataent/ui/filters/filter.js +11,Not equals,Forkellig fra
DocType: Integration Request,Integration Request Service,Integration serviceanmodning
DocType: Website Script,Script to attach to all web pages.,Script til at knytte til alle hjemmesider.
DocType: Web Form,Allow Multiple,Tillad flere
apps/dataent/dataent/public/js/dataent/form/templates/form_sidebar.html +44,Assign,Tildel
DocType: Auto Email Report,Only Send Records Updated in Last X Hours,"Send kun poster, der er opdateret i sidste X timer"
DocType: Communication,Feedback,Feedback
apps/dataent/dataent/public/js/dataent/form/controls/base_control.js +117,Open Translation,Åben oversættelse
apps/dataent/dataent/templates/emails/recurring_document_failed.html +11,This email is autogenerated,Denne email er autogenereret
DocType: Workflow State,Icon will appear on the button,Ikon vises på knappen
apps/dataent/dataent/public/js/dataent/socketio_client.js +295,Socketio is not connected. Cannot upload,Socketio er ikke tilsluttet. Kan ikke uploade
DocType: Website Settings,Website Settings,Opsætning af hjemmeside
apps/dataent/dataent/public/js/dataent/views/gantt/gantt_view.js +144,Month,Måned
DocType: Email Account,ProTip: Add <code>Reference: {{ reference_doctype }} {{ reference_name }}</code> to send document reference,Protip: Tilføj <code>Reference: {{ reference_doctype }} {{ reference_name }}</code> at sende dokumenthenvisning
DocType: DocField,Fetch From,Hent fra
apps/dataent/dataent/modules/utils.py +205,App not found,App ikke fundet
apps/dataent/dataent/core/doctype/communication/communication.py +70,Cannot create a {0} against a child document: {1},Kan ikke oprette en {0} mod et barn dokument: {1}
DocType: Social Login Key,Social Login Key,Socialt login nøgle
DocType: Portal Settings,Custom Sidebar Menu,Tilpasset Sidebar Menu
DocType: Workflow State,pencil,blyant
apps/dataent/dataent/config/desk.py +32,Chat messages and other notifications.,Chat beskeder og andre meddelelser.
apps/dataent/dataent/custom/doctype/custom_field/custom_field.py +85,Insert After cannot be set as {0},Indsæt Efter kan ikke indstilles som {0}
apps/dataent/dataent/public/js/dataent/form/share.js +57,Share {0} with,Del {0} med
apps/dataent/dataent/public/js/dataent/desk.js +139,Email Account setup please enter your password for: ,For opsætning af e-mailkonti skal du indtaste din adgangskode:
DocType: Workflow State,hand-up,hånd-up
DocType: Blog Settings,Writers Introduction,Writers Introduktion
DocType: Address,Phone,Telefonnr.
apps/dataent/dataent/core/page/permission_manager/permission_manager.js +149,Select Document Type or Role to start.,Vælg dokumenttype eller Rolle at starte.
DocType: Contact,Passive,Inaktiv
DocType: Contact,Accounts Manager,Regnskabschef
apps/dataent/dataent/templates/pages/integrations/payment-cancel.html +11,Your payment is cancelled.,Din betaling er annulleret.
apps/dataent/dataent/public/js/dataent/views/reports/reportview.js +723,Select File Type,Vælg filtype
apps/dataent/dataent/core/doctype/success_action/success_action.js +58,View All,Se alt
DocType: Help Article,Knowledge Base Editor,Knowledge Base Editor
apps/dataent/dataent/public/js/dataent/views/container.js +57,Page not found,Siden blev ikke fundet
DocType: DocField,Precision,Precision
DocType: Website Slideshow,Slideshow Items,Dias Varer
apps/dataent/dataent/utils/password_strength.py +110,Try to avoid repeated words and characters,Prøv at undgå gentagne ord og tegn
DocType: Event,Groups,Grupper
DocType: Workflow Action,Workflow State,Workflow stat
apps/dataent/dataent/core/doctype/version/version_view.html +32,Rows Added,rækker Tilføjet
apps/dataent/dataent/www/update-password.html +163,Success! You are good to go 👍,Succes! Du er god at gå 👍
apps/dataent/dataent/www/me.html +3,My Account,Min konto
DocType: ToDo,Allocated To,Afsat til
apps/dataent/dataent/templates/emails/password_reset.html +2,Please click on the following link to set your new password,Klik på følgende link for at indstille din nye adgangskode
DocType: Notification,Days After,Dage efter
DocType: Newsletter,Receipient,Modtager
DocType: Contact Us Settings,Settings for Contact Us Page,"Indstillinger for ""Kontakt os""-siden"
DocType: Custom Script,Script Type,Script Type
DocType: Print Settings,Enable Print Server,Aktivér printserver
apps/dataent/dataent/public/js/dataent/misc/pretty_date.js +53,{0} weeks ago,{0} uger siden
DocType: Auto Repeat,Auto Repeat Schedule,Automatisk gentagelsesplan
DocType: Email Account,Footer,Sidefod
apps/dataent/dataent/config/integrations.py +48,Authentication,Godkendelse
apps/dataent/dataent/utils/verified_command.py +44,Invalid Link,Ugyldigt Link
DocType: Web Form,Client Script,Client Script
DocType: Web Page,Show Title,Vis Titel
DocType: Chat Message,Direct,Direkte
DocType: Property Setter,Property Type,Ejendom Type
DocType: Workflow State,screenshot,screenshot
apps/dataent/dataent/core/doctype/report/report.py +33,Only Administrator can save a standard report. Please rename and save.,Kun Administratoren kan gemme en standard rapport. Omdøb venligst og gem.
DocType: System Settings,Background Workers,Baggrund Arbejdere
apps/dataent/dataent/core/doctype/doctype/doctype.py +885,Fieldname {0} conflicting with meta object,Feltnavn {0} står i konflikt med metaobjekt
DocType: Deleted Document,Data,Data
apps/dataent/dataent/public/js/dataent/model/model.js +27,Document Status,Dokument status
apps/dataent/dataent/core/page/desktop/desktop_help_message.html +5,You have made {0} of {1},Du har foretaget {0} af {1}
DocType: OAuth Authorization Code,OAuth Authorization Code,OAuth Authorization Code
apps/dataent/dataent/core/doctype/data_import/importer.py +315,Not allowed to Import,Ikke tilladt at importere
DocType: Deleted Document,Deleted DocType,slettet DocType
apps/dataent/dataent/core/page/permission_manager/permission_manager_help.html +22,Permission Levels,Tilladelsesniveauer
DocType: Workflow State,Warning,Advarsel
DocType: Data Migration Run,Percent Complete,Procent fuldført
DocType: Tag Category,Tag Category,tag Kategori
apps/dataent/dataent/public/js/dataent/views/reports/grid_report.js +788,"Ignoring Item {0}, because a group exists with the same name!","Ignorerer Item {0}, fordi en gruppe eksisterer med samme navn!"
apps/dataent/dataent/core/doctype/data_import/data_import.js +64,Help,Hjælp
DocType: User,Login Before,Log ind før
DocType: Web Page,Insert Style,Indsæt Style
apps/dataent/dataent/config/setup.py +276,Application Installer,Application Installer
apps/dataent/dataent/public/js/dataent/views/reports/reportview.js +788,New Report name,Ny rapport navn
apps/dataent/dataent/public/js/dataent/views/calendar/calendar.js +150,Hide Weekends,Skjul weekender
DocType: Workflow State,info-sign,info-skilt
apps/dataent/dataent/model/base_document.py +226,Value for {0} cannot be a list,Værdi for {0} kan ikke være en liste
DocType: Currency,"How should this currency be formatted? If not set, will use system defaults","Hvordan skal denne valuta formateres? Hvis ikke angivet, vil bruge systemets standardindstillinger"
apps/dataent/dataent/public/js/dataent/list/list_view.js +1012,Submit {0} documents?,Indsend {0} dokumenter?
apps/dataent/dataent/utils/response.py +143,You need to be logged in and have System Manager Role to be able to access backups.,Du skal være logget ind og have Systemadministratorrollen for at kunne få adgang til sikkerhedskopier.
apps/dataent/dataent/public/js/legacy/form.js +136,Please save before attaching.,Gem venligst før vedhæftning.
apps/dataent/dataent/public/js/dataent/form/link_selector.js +125,Added {0} ({1}),Tilføjet {0} ({1})
apps/dataent/dataent/website/doctype/website_theme/website_theme.js +20,Default theme is set in {0},Standard tema er sat i {0}
apps/dataent/dataent/custom/doctype/customize_form/customize_form.py +339,Fieldtype cannot be changed from {0} to {1} in row {2},FieldType kan ikke ændres fra {0} til {1} i række {2}
apps/dataent/dataent/public/js/dataent/roles_editor.js +194,Role Permissions,Rolle Tilladelser
DocType: Help Article,Intermediate,mellemniveau
apps/dataent/dataent/core/doctype/deleted_document/deleted_document.py +20,Cancelled Document restored as Draft,Annulleret dokument genoprettet som Udkast
DocType: Data Migration Run,Start Time,Start Time
apps/dataent/dataent/model/delete_doc.py +259,Cannot delete or cancel because {0} {1} is linked with {2} {3} {4},Kan ikke slette eller annullere fordi {0} {1} er forbundet med {2} {3} {4}
apps/dataent/dataent/public/js/dataent/form/templates/set_sharing.html +5,Can Read,Kan Læs
apps/dataent/dataent/public/js/dataent/views/reports/report_view.js +307,{0} Chart,{0} diagram
DocType: Custom Role,Response,Respons
DocType: DocField,Geolocation,Geolocation
DocType: Workflow,Emails will be sent with next possible workflow actions,E-mails sendes med næste mulige workflow-handlinger
apps/dataent/dataent/public/js/dataent/form/workflow.js +43,Workflow will start after saving.,Workflow vil starte efter at spare.
apps/dataent/dataent/public/js/dataent/form/templates/set_sharing.html +7,Can Share,Kan Del
apps/dataent/dataent/email/smtp.py +27,Invalid recipient address,Ugyldig modtageradresse
DocType: Workflow State,step-forward,trin-frem
DocType: System Settings,Allow Login After Fail,Tillad login efter fejl
apps/dataent/dataent/limits.py +69,Your subscription has expired.,Dit abonnement er udløbet.
DocType: Role Permission for Page and Report,Set Role For,Set Rolle For
DocType: GCalendar Account,The name that will appear in Google Calendar,Navnet der vises i Google Kalender
apps/dataent/dataent/core/doctype/user/user.js +67,Refreshing...,Forfriskende ...
DocType: Event,Starts on,Starter på
DocType: System Settings,System Settings,Systemindstillinger
DocType: GCalendar Settings,Google API Credentials,Google API-referencer
apps/dataent/dataent/public/js/dataent/desk.js +36,Session Start Failed,Session Start mislykkedes
apps/dataent/dataent/email/queue.py +511,This email was sent to {0} and copied to {1},Denne e-mail blev sendt til {0} og kopieres til {1}
DocType: Workflow State,th,th
DocType: Social Login Key,Provider Name,Navn på udbyder
apps/dataent/dataent/public/js/dataent/form/controls/link.js +172,Create a new {0},Opret ny(t) {0}
DocType: GCalendar Account,GCalendar Account,GCalendar-konto
DocType: Email Rule,Is Spam,er spam
apps/dataent/dataent/public/js/dataent/ui/toolbar/search_utils.js +193,Report {0},Rapport {0}
apps/dataent/dataent/public/js/dataent/form/templates/form_links.html +13,Open {0},Åben {0}
DocType: OAuth Client,Default Redirect URI,Standard Redirect URI
DocType: Auto Repeat,Recipients,Modtagere
DocType: System Settings,Choose authentication method to be used by all users,"Vælg godkendelsesmetode, der skal bruges af alle brugere"
apps/dataent/dataent/public/js/dataent/list/bulk_operations.js +3,Doctype required,Doktype kræves
DocType: Workflow State,ok-sign,ok-tegn
apps/dataent/dataent/config/setup.py +146,Deleted Documents,Slette dokumenter
apps/dataent/dataent/public/js/dataent/form/grid.js +682,The CSV format is case sensitive,CSV-formatet er store bogstaver
apps/dataent/dataent/desk/doctype/desktop_icon/desktop_icon.py +166,Desktop Icon already exists,Desktop-ikonet eksisterer allerede
apps/dataent/dataent/public/js/dataent/form/toolbar.js +142,Duplicate,Duplikér
DocType: Newsletter,Create and Send Newsletters,Opret og send nyhedsbreve
apps/dataent/dataent/public/js/dataent/views/reports/grid_report.js +303,From Date must be before To Date,Fra dato skal være før til dato
DocType: Address,Andaman and Nicobar Islands,Andaman og Nicobar Islands
apps/dataent/dataent/public/js/dataent/form/footer/attachments.js +243,GSuite Document,GSuite Dokument
apps/dataent/dataent/email/doctype/notification/notification.py +39,Please specify which value field must be checked,Angiv venligst hvilken værdi felt skal kontrolleres
apps/dataent/dataent/core/doctype/data_import/exporter.py +71,"""Parent"" signifies the parent table in which this row must be added",'Forælder' betegner den overordnede tabel hvor denne række skal tilføjes
apps/dataent/dataent/email/queue.py +242,Cannot send this email. You have crossed the sending limit of {0} emails for this day.,Kan ikke sende denne email. Du har krydset sendegrænsen for {0} e-mails for denne dag.
DocType: Website Theme,Apply Style,Anvend Style
DocType: Feedback Request,Feedback Rating,Feedback Rating
apps/dataent/dataent/public/js/dataent/form/templates/form_sidebar.html +63,Shared With,Delt med
apps/dataent/dataent/website/doctype/website_slideshow/website_slideshow.js +7,Attach files / urls and add in table.,Vedhæft filer / urls og tilføj i tabel.
apps/dataent/dataent/desk/doctype/auto_repeat/auto_repeat.js +129,Message not setup,Meddelelse ikke opsætning
DocType: Help Category,Help Articles,Hjælp artikler
apps/dataent/dataent/core/doctype/data_import/exporter.py +271,Type:,Type:
apps/dataent/dataent/templates/pages/integrations/payment-failed.html +11,Your payment has failed.,Din betaling er mislykket.
DocType: Communication,Unshared,udelt
DocType: Address,Karnataka,Karnataka
apps/dataent/dataent/desk/moduleview.py +84,Module Not Found,Modul ikke fundet
apps/dataent/dataent/workflow/doctype/workflow_action/workflow_action.py +97,{0}: {1} is set to state {2},{0}: {1} er angivet til tilstand {2}
DocType: User,Location,Lokation
,Permitted Documents For User,Tilladte dokumenter for bruger
apps/dataent/dataent/core/doctype/docshare/docshare.py +40,"You need to have ""Share"" permission",Du skal have &quot;Del&quot; tilladelsen
DocType: Communication,Assignment Completed,Overdragelse Afsluttet
apps/dataent/dataent/public/js/dataent/form/grid.js +678,Bulk Edit {0},Bulk Edit {0}
apps/dataent/dataent/public/js/dataent/views/reports/query_report.js +261,Download Report,Download rapport
apps/dataent/dataent/workflow/doctype/workflow/workflow_list.js +7,Not active,Ikke aktiv
DocType: About Us Settings,Settings for the About Us Page,Indstillinger for Om os Page
apps/dataent/dataent/config/integrations.py +28,Stripe payment gateway settings,Stripe betalings gateway indstillinger
DocType: Email Account,e.g. pop.gmail.com / imap.gmail.com,fx pop.gmail.com / imap.gmail.com
DocType: User,Generate Keys,Generer nøgler
apps/dataent/dataent/custom/doctype/customize_form/customize_form.js +245,Use the field to filter records,Brug feltet til at filtrere poster
DocType: DocType,View Settings,Se Indstillinger
DocType: Email Account,Outlook.com,Outlook.com
apps/dataent/dataent/core/page/desktop/desktop.py +15,"Add your Employees so you can manage leaves, expenses and payroll","Tilføj dine medarbejdere, så du kan administrere fravær, udlæg og løn"
DocType: Email Account,"If non standard port (e.g. 587). If on Google Cloud, try port 2525.",Hvis ikke standardport (f.eks. 587). Hvis du i Google Cloud prøver port 2525.
apps/dataent/dataent/website/doctype/web_page/web_page.py +143,"Clearing end date, as it cannot be in the past for published pages.","Clearing slutdato, som det ikke kan være i fortiden for offentliggjorte sider."
DocType: User,Send Me A Copy of Outgoing Emails,Send mig en kopi af udgående e-mails
DocType: System Settings,Scheduler Last Event,Scheduler Sidste begivenhed
DocType: Website Settings,Add Google Analytics ID: eg. UA-89XXX57-1. Please search help on Google Analytics for more information.,Tilføj Google Analytics ID: f.eks. UA-89XXX57-1. Du søge hjælp på Google Analytics for at få flere oplysninger.
apps/dataent/dataent/utils/password.py +137,Password cannot be more than 100 characters long,Adgangskode kan ikke være mere end 100 tegn
DocType: OAuth Client,App Client ID,App klient-id
DocType: Kanban Board,Kanban Board Name,Kanbantavlenavn
DocType: Notification Recipient,"Expression, Optional","Udtryk, Valgfri"
DocType: GSuite Settings,Copy and paste this code into and empty Code.gs in your project at script.google.com,Kopier og indsæt denne kode i og tøm Code.gs i dit projekt på script.google.com
apps/dataent/dataent/email/queue.py +513,This email was sent to {0},Denne e-mail blev sendt til {0}
DocType: System Settings,Hide footer in auto email reports,Skjul footer i auto email rapporter
DocType: DocField,Remember Last Selected Value,Husk Sidste valgte værdi
DocType: Email Account,Check this to pull emails from your mailbox,Markér dette for at trække e-mails fra din postkasse
apps/dataent/dataent/limits.py +141,click here,Klik her
apps/dataent/dataent/model/document.py +678,Cannot edit cancelled document,Kan ikke redigere et annuleret dokument
DocType: Transaction Log,Checksum Version,Checksum Version
DocType: Unhandled Email,Unhandled Email,Ubehandlet Email
DocType: Event,Monday,Mandag
apps/dataent/dataent/utils/password_strength.py +92,Make use of longer keyboard patterns,Gør brug af længere tastatur mønstre
apps/dataent/dataent/templates/includes/integrations/stripe_checkout.js +33,Processing...,Forarbejdning...
DocType: Data Import,Don't create new records,Opret ikke nye poster
apps/dataent/dataent/utils/nestedset.py +78,Nested set error. Please contact the Administrator.,Nesting set fejl. Kontakt venligst administratoren.
apps/dataent/dataent/www/search_docs.py +13,"Documentation Results for ""{0}""",Dokumentationsresultater for &quot;{0}&quot;
DocType: Workflow State,envelope,kuvert
apps/dataent/dataent/custom/doctype/custom_field/custom_field.js +63,Option 2,Mulighed 2
apps/dataent/dataent/utils/print_format.py +128,Printing failed,Udskrivning mislykkedes
DocType: Feedback Trigger,Email Field,E-mail felt
apps/dataent/dataent/www/update-password.html +60,New Password Required.,Ny adgangskode er påkrævet.
apps/dataent/dataent/core/doctype/docshare/docshare.py +49,{0} shared this document with {1},{0} delte dette dokument med {1}
apps/dataent/dataent/public/js/dataent/ui/comment.js +224,Add your review,Tilføj din anmeldelse
DocType: Website Settings,Brand Image,Varemærkelogo
DocType: Print Settings,A4,A4
apps/dataent/dataent/config/website.py +58,"Setup of top navigation bar, footer and logo.","Opsætning af øverste navigationslinje, sidefod og logo."
DocType: Web Form Field,Max Value,Maksimal værdi
apps/dataent/dataent/core/doctype/doctype/doctype.py +763,For {0} at level {1} in {2} in row {3},For {0} på niveau {1} i {2} i række {3}
DocType: Auto Repeat,Preview Message,Forhåndsvisning meddelelse
DocType: User Social Login,User Social Login,Bruger Social Login
DocType: Contact,All,Alle
DocType: Email Queue,Recipient,Modtager
DocType: Communication,Has  Attachment,har Attachment
DocType: Address,Sales User,Salgsbruger
apps/dataent/dataent/config/setup.py +190,Drag and Drop tool to build and customize Print Formats.,Træk og slip værktøj til at opbygge og tilpasse Print formater.
DocType: Address,Sikkim,Sikkim
apps/dataent/dataent/public/js/dataent/form/link_selector.js +142,Set,Sæt
apps/dataent/dataent/desk/search.py +84,This query style is discontinued,Denne forespørgselsstil ophører
DocType: Notification,Trigger Method,Trigger Method
apps/dataent/dataent/utils/data.py +841,Operator must be one of {0},Operatøren skal være en af {0}
DocType: Dropbox Settings,Dropbox Access Token,Dropbox Access Token
DocType: Workflow State,align-right,justere højre
DocType: Auto Email Report,Email To,E-mail Til
apps/dataent/dataent/core/doctype/file/file.py +235,Folder {0} is not empty,Folder {0} er ikke tom
DocType: Page,Roles,Roller
apps/dataent/dataent/model/base_document.py +408,Error: Value missing for {0}: {1},Fejl: Værdi mangler for {0}: {1}
apps/dataent/dataent/public/js/dataent/ui/filters/filter.js +158,Field {0} is not selectable.,Field {0} kan ikke vælges.
DocType: Webhook,Webhook,Webhook
DocType: System Settings,Session Expiry,Session Udløb
DocType: Workflow State,ban-circle,ban-cirkel
apps/dataent/dataent/integrations/doctype/slack_webhook_url/slack_webhook_url.py +40,Slack Webhook Error,Slack Webshook Fejl
DocType: Email Flag Queue,Unread,Ulæst
DocType: Auto Repeat,Desk,Skrivebord
apps/dataent/dataent/utils/data.py +822,Filter must be a tuple or list (in a list),Filter skal være en tuple eller liste (i en liste)
apps/dataent/dataent/core/doctype/report/report.js +8,Write a SELECT query. Note result is not paged (all data is sent in one go).,Skriv en SELECT forespørgsel. Bemærk resultat ikke søges (alle data sendes på én gang).
DocType: Email Account,Attachment Limit (MB),Attachment Grænse (MB)
DocType: Address,Arunachal Pradesh,Arunachal Pradesh
apps/dataent/dataent/public/js/dataent/views/reports/reportview.js +131,Setup Auto Email,Opsætning Auto Email
apps/dataent/dataent/public/js/dataent/form/grid_row_form.js +64,Ctrl + Down,Ctrl + Down
DocType: Chat Profile,Message Preview,Forhåndsvisning af besked
apps/dataent/dataent/utils/password_strength.py +173,This is a top-10 common password.,Dette er en top-10 fælles adgangskode.
DocType: User,User Defaults,User Defaults
apps/dataent/dataent/public/js/dataent/views/treeview.js +253,Create New,Opret ny(t)
DocType: Workflow State,chevron-down,chevron-down
apps/dataent/dataent/public/js/dataent/views/communication.js +566,Email not sent to {0} (unsubscribed / disabled),E-mail ikke sendt til {0} (afmeldt / deaktiveret)
DocType: Async Task,Traceback,Spore tilbage
DocType: Currency,Smallest Currency Fraction Value,Mindste Valuta Fraktion Værdi
apps/dataent/dataent/public/js/dataent/form/footer/assign_to.js +137,Assign To,Tildel til
DocType: Workflow State,th-list,th-liste
DocType: Web Page,Enable Comments,Aktiver Kommentarer
apps/dataent/dataent/desk/doctype/note/note_list.js +3,Notes,Noter
DocType: User,Restrict user from this IP address only. Multiple IP addresses can be added by separating with commas. Also accepts partial IP addresses like (111.111.111),Begræns brugeren til denne eneste IP-adresse. Flere IP-adresser kan tilføjes ved at adskille med komma. Accepterer også delvise IP-adresser lignende (111.111.111)
DocType: Communication,From,Fra
DocType: Website Theme,Google Font (Heading),Google Font (Overskrift)
apps/dataent/dataent/public/js/dataent/views/treeview.js +234,Select a group node first.,Vælg en gruppe node først.
apps/dataent/dataent/public/js/dataent/ui/toolbar/awesome_bar.js +232,Find {0} in {1},Find {0} i {1}
DocType: OAuth Client,Implicit,Implicit
apps/dataent/dataent/public/js/dataent/misc/pretty_date.js +55,&gt; {0} year(s) ago,&gt; {0} år siden
DocType: Email Account,"Append as communication against this DocType (must have fields, ""Status"", ""Subject"")","Føj som kommunikation mod denne DocType (skal have felter, &quot;Status&quot;, &quot;Emne&quot;)"
